book,chunk,text
2Co,16,θάνατος ὅς δέ ὀσμή ⸁ἐκ ζωή εἰς ζωή καί πρός οὗτος τις ἱκανός οὐ γάρ εἰμί ὡς ὁ ⸀πολύς καπηλεύω ὁ λόγος ὁ θεός άλλὰ ὡς ἐκ εἰλικρινεία άλλὰ ὡς ἐκ θεός ⸀κατέναντι θεός ἐν χριστός λαλέω ἄρχω πάλιν ἑαυτοῦ ⸀συνίστημι ⸀ἢ μή χρῄζω ὡς τις συστατικός ἐπιστολή πρός ὑμεῖς
2Co,17,ἤ ἐκ ⸀ὑμεῖς ὁ ἐπιστολή ἡμεῖς σύ εἰμί ἐγγεγραμμένη ἐν ὁ καρδία ἡμεῖς γιγνώσκω καί ἀναγιγνώσκω ὑπό πᾶς ἄνθρωπος · φανερόω ὅτι εἰμί ἐπιστολή χριστός διακονέω ὑπό ἡμεῖς ἐγγεγραμμένη οὐ μέλαν ἀλλά πνεῦμα θεός ζῶ οὐ ἐν πλάξ λίθινος άλλὰ ἐν πλάξ καρδία σάρκινος πεποίθησις δέ τοιοῦτος ἔχω διά ὁ
2Co,18,χριστός πρός ὁ θεός οὐ ὅτι ⸂ἀφ ’ ἑαυτοῦ ἱκανός ἐσμεν⸃ λογίζομαι τις ὡς ἐκ ⸀αὑτός άλλὰ ὁ ἱκανότης ἡμεῖς ἐκ ὁ θεός ὅς καί ἱκανόω ἡμεῖς διάκονος καινός διαθήκη οὐ γράμμα ἀλλά πνεῦμα ὁ γάρ γράμμα ἀποκτείνω ὁ δέ πνεῦμα ζῳοποιέω εἰ δέ ὁ διακονία ὁ θάνατος ἐν ⸀γράμμα
2Co,19,⸀ἐντυπόω λίθος γίγνομαι ἐν δόξα ὥστε μή δύναμαι ἀτενίζω ὁ υἱός ἰσραήλ εἰς ὁ πρόσωπον μωϋσῆς διά ὁ δόξα ὁ πρόσωπον αὐτός ὁ καταργέω πῶς οὐ μᾶλλον ὁ διακονία ὁ πνεῦμα εἰμί ἐν δόξα εἰ γάρ ⸂τῇ διακονίᾳ⸃ ὁ κατάκρισις δόξα πολύς μᾶλλον περισσεύω ὁ διακονία ὁ ⸀δικαιοσύνη δόξα καί
2Co,20,γάρ οὐ δοξάζω ὁ δοξάζω ἐν οὗτος ὁ μέρος ⸀εἵνεκα ὁ ὑπερβάλλω δόξα · εἰ γάρ ὁ καταργέω διά δόξα πολύς μᾶλλον ὁ μένω ἐν δόξα ἔχω οὖν τοιοῦτος ἐλπίς πολύς παρρησία χράω καί οὐ καθά μωϋσῆς τίθημι κάλυμμα ἐπί ὁ πρόσωπον ⸀αὐτός πρός ὁ μή ἀτενίζω ὁ υἱός ἰσραήλ
2Co,21,εἰς ὁ τέλος ὁ καταργέω ἀλλά πωρόω ὁ νόημα αὐτός ἄχρι γάρ ὁ σήμερον ⸀ἡμέρα ὁ αὐτός κάλυμμα ἐπί ὁ ἀνάγνωσις ὁ παλαιός διαθήκη μένω μή ἀνακαλύπτω ⸀ὅτι ἐν χριστός καταργέω άλλὰ ἕως σήμερον ἡνίκα ⸂ἂν ἀναγινώσκηται⸃ μωϋσῆς κάλυμμα ἐπί ὁ καρδία αὐτός κεῖμαι · ἡνίκα ⸂δέ ἄν⸃ ἐπιστρέφω πρός
2Co,22,κύριος περιαιρέω ὁ κάλυμμα ὁ δέ κύριος ὁ πνεῦμα εἰμί · οὗ δέ ὁ πνεῦμα ⸀κύριος ἐλευθερία ἐγώ δέ πᾶς ἀνακαλύπτω πρόσωπον ὁ δόξα κύριος κατοπτρίζω ὁ αὐτός εἰκών μεταμορφόω ἀπό δόξα εἰς δόξα καθάπερ ἀπό κύριος πνεῦμα διά οὗτος ἔχω ὁ διακονία οὗτος καθώς ἐλεέω οὐ ⸀ἐγκακέω ἀλλά ἀπολέγω
2Co,23,ὁ κρυπτός ὁ αἰσχύνη μή περιπατέω ἐν πανουργία μηδέ δολόω ὁ λόγος ὁ θεός ἀλλά ὁ φανέρωσις ὁ ἀλήθεια ⸀συνιστάνω ἑαυτοῦ πρός πᾶς συνείδησις ἄνθρωπος ἐνώπιον ὁ θεός εἰ δέ καί εἰμί καλύπτω ὁ εὐαγγέλιον ἡμεῖς ἐν ὁ ἀπόλλυμι εἰμί καλύπτω ἐν ὅς ὁ θεός ὁ αἰών οὗτος τυφλόω ὁ
2Co,24,νόημα ὁ ἄπιστος εἰς ὁ μή ⸀αὐγάζω ὁ φωτισμός ὁ εὐαγγέλιον ὁ δόξα ὁ χριστός ὅς εἰμί εἰκών ὁ θεός οὐ γάρ ἑαυτοῦ κηρύσσω ἀλλά ⸂Χριστός Ἰησοῦν⸃ κύριος ἑαυτοῦ δέ δοῦλος ὑμεῖς διά ἰησοῦς ὅτι ὁ θεός ὁ λέγω · ἐκ σκότος φῶς ⸀λάμψει ὅς λάμπω ἐν ὁ καρδία ἡμεῖς
2Co,25,πρός φωτισμός ὁ γνῶσις ὁ δόξα ὁ θεός ἐν πρόσωπον ⸀Χριστός ἔχω δέ ὁ θησαυρός οὗτος ἐν ὀστράκινος σκεῦος ἵνα ὁ ὑπερβολή ὁ δύναμις εἰμί ὁ θεός καί μή ἐκ ἐγώ · ἐν πᾶς θλίβω άλλὰ οὐ στενοχωρέω ἀπορέω άλλὰ οὐ ἐξαπορέομαι διώκω άλλὰ οὐ ἐγκαταλείπω καταβάλλω άλλὰ οὐ ἀπόλλυμι
2Co,26,πάντοτε ὁ νέκρωσις ⸀τοῦ ἰησοῦς ἐν ὁ σῶμα περιφέρω ἵνα καί ὁ ζωή ὁ ἰησοῦς ἐν ὁ σῶμα ἡμεῖς φανερόω · ἀεί γάρ ἐγώ ὁ ζῶ εἰς θάνατος παραδίδωμι διά ἰησοῦς ἵνα καί ὁ ζωή ὁ ἰησοῦς φανερόω ἐν ὁ θνητός σάρξ ἡμεῖς ὥστε ⸀ὁ θάνατος ἐν ἐγώ ἐνεργέω ὁ
2Co,27,δέ ζωή ἐν σύ ἔχω δέ ὁ αὐτός πνεῦμα ὁ πίστις κατά ὁ γράφω · πιστεύω διό λαλέω καί ἐγώ πιστεύω διό καί λαλέω οἶδα ὅτι ὁ ἐγείρω ⸀τὸν ἰησοῦς καί ἐγώ ⸀σύν ἰησοῦς ἐγείρω καί παρίστημι σύν σύ ὁ γάρ πᾶς διὰ ὑμεῖς ἵνα ὁ χάρις πλεονάζω διά ὁ
2Co,28,πολύς ὁ εὐχαριστία περισσεύω εἰς ὁ δόξα ὁ θεός διό οὐ ⸀ἐγκακέω άλλὰ εἰ καί ὁ ἔξω ἡμεῖς ἄνθρωπος διαφθείρω άλλὰ ὁ ⸂ἔσω ἡμῶν⸃ ἀνακαινόω ἡμέρα καί ἡμέρα ὁ γάρ παραυτίκα ἐλαφρός ὁ θλῖψις ⸀ἡμεῖς κατά ὑπερβολή εἰς ὑπερβολή αἰώνιος βάρος δόξα κατεργάζομαι ἐγώ μή σκοπέω ἡμεῖς ὁ βλέπω ἀλλά
2Co,29,ὁ μή βλέπω ὁ γάρ βλέπω πρόσκαιρος ὁ δέ μή βλέπω αἰώνιος οἶδα γάρ ὅτι ἐάν ὁ ἐπίγειος ἡμεῖς οἰκία ὁ σκῆνος καταλύω οἰκοδομή ἐκ θεός ἔχω οἰκία ἀχειροποίητος αἰώνιος ἐν ὁ οὐρανός καί γάρ ἐν οὗτος στενάζω ὁ οἰκητήριον ἡμεῖς ὁ ἐκ οὐρανός ἐπενδύω ἐπιποθέω ⸂εἰ γε⸃ καί ⸀ἐνδύω
2Co,30,οὐ γυμνός εὑρίσκω καί γάρ ὁ εἰμί ἐν ὁ σκῆνος στενάζω βαρέω ἐφ ’ ὅς οὐ ἐθέλω ἐκδύω άλλὰ ἐπενδύω ἵνα καταπίνω ὁ θνητός ὑπό ὁ ζωή ὁ δέ κατεργάζομαι ἡμεῖς εἰς αὐτός οὗτος θεός ⸀ὁ δίδωμι ἐγώ ὁ ἀρραβών ὁ πνεῦμα θαρσέω οὖν πάντοτε καί οἶδα ὅτι ἐνδημέω ἐν
2Co,31,ὁ σῶμα ἐκδημέω ἀπό ὁ κύριος διά πίστις γάρ περιπατέω οὐ διά εἶδος — θαρσέω δέ καί εὐδοκέω μᾶλλον ἐκδημέω ἐκ ὁ σῶμα καί ἐνδημέω πρός ὁ κύριος · διό καί φιλοτιμέομαι εἴτε ἐνδημέω εἴτε ἐκδημέω εὐάρεστος αὐτός εἰμί ὁ γάρ πᾶς ἐγώ φανερόω δεῖ ἔμπροσθεν ὁ βῆμα ὁ χριστός
2Co,32,ἵνα κομίζω ἕκαστος ὁ διά ὁ σῶμα πρός ὅς πράσσω εἴτε ἀγαθός εἴτε ⸀φαῦλος οἶδα οὖν ὁ φόβος ὁ κύριος ἄνθρωπος πείθω θεός δέ φανερόω · ἐλπίζω δέ καί ἐν ὁ συνείδησις ὑμεῖς φανερόω ⸀οὐ πάλιν ἑαυτοῦ συνίστημι σύ ἀλλά ἀφορμή δίδωμι σύ καύχημα ὑπέρ ἡμεῖς ἵνα ἔχω πρός ὁ
2Co,33,ἐν πρόσωπον καυχάομαι καί ⸂μή ἐν⸃ καρδία εἴτε γάρ ἐξίστημι θεός · εἴτε σωφρονέω ὑμεῖς ὁ γάρ ἀγάπη ὁ χριστός συνέχω ἐγώ κρίνω οὗτος ⸀ὅτι εἷς ὑπέρ πᾶς ἀποθνήσκω · ἆρα ὁ πᾶς ἀποθνήσκω · καί ὑπέρ πᾶς ἀποθνήσκω ἵνα ὁ ζῶ μηκέτι ἑαυτοῦ ζῶ ἀλλά ὁ ὑπέρ αὐτός ἀποθνῄσκω
2Co,34,καί ἐγείρω ὥστε ἐγώ ἀπό ὁ νῦν οὐδείς οἶδα κατά σάρξ · ⸀εἰ καί γιγνώσκω κατά σάρξ χριστός ἀλλά νῦν οὐκέτι γιγνώσκω ὥστε εἰ τις ἐν χριστός καινός κτίσις · ὁ ἀρχαῖος παρέρχομαι ἰδοὺ γίγνομαι ⸀καινός · ὁ δέ πᾶς ἐκ ὁ θεός ὁ καταλλάσσω ἐγώ ἑαυτοῦ ⸀διά χριστός καί
2Co,35,δίδωμι ἐγώ ὁ διακονία ὁ καταλλαγή ὡς ὅτι θεός εἰμί ἐν χριστός κόσμος καταλλάσσω ἑαυτοῦ μή λογίζομαι αὐτός ὁ παράπτωμα αὐτός καί τίθημι ἐν ἐγώ ὁ λόγος ὁ καταλλαγή ὑπέρ χριστός οὖν πρεσβεύω ὡς ὁ θεός παρακαλέω διὰ ἐγώ · δέω ὑπέρ χριστός καταλλάσσω ὁ θεός ⸀τὸν μή γιγνώσκω ἁμαρτία
2Co,36,ὑπέρ ἐγώ ἁμαρτία ποιέω ἵνα ἐγώ γίγνομαι δικαιοσύνη θεός ἐν αὐτός συνεργέω δέ καί παρακαλέω μή εἰς κενός ὁ χάρις ὁ θεός δέχομαι σύ · λέγω γάρ · καιρός δεκτός ἐπακούω σύ καί ἐν ἡμέρα σωτηρία βοηθέω σύ · ἰδοὺ νῦν καιρός εὐπρόσδεκτος ἰδοὺ νῦν ἡμέρα σωτηρία · μηδείς ἐν
2Co,37,μηδείς δίδωμι προσκοπή ἵνα μή μωμάομαι ὁ διακονία άλλὰ ἐν πᾶς ⸀συνιστάνοντες ἑαυτοῦ ὡς θεός διάκονος · ἐν ὑπομονή πολύς ἐν θλῖψις ἐν ἀνάγκη ἐν στενοχωρία ἐν πληγή ἐν φυλακή ἐν ἀκαταστασία ἐν κόπος ἐν ἀγρυπνία ἐν νηστεία ἐν ἁγνότης ἐν γνῶσις ἐν μακροθυμία ἐν χρηστότης ἐν πνεῦμα ἅγιος ἐν
2Co,38,ἀγάπη ἀνυπόκριτος ἐν λόγος ἀλήθεια ἐν δύναμις θεός · διά ὁ ὅπλον ὁ δικαιοσύνη ὁ δεξιός καί ἀριστερός διά δόξα καί ἀτιμία διά δυσφημία καί εὐφημία · ὡς πλάνος καί ἀληθής ὡς ἀγνοέω καί ἐπιγιγνώσκω ὡς ἀποθνῄσκω καί ἰδού ζῶ ὡς παιδεύω καί μή θανατόω ὡς λυπέω ἀεί δέ χαίρω
2Co,39,ὡς πτωχός πολύς δέ πλουτίζω ὡς μηδείς ἔχω καί πᾶς κατέχω ὁ στόμα ἡμεῖς ἀνοίγνυμι πρός σύ κορίνθιος ὁ καρδία ἡμεῖς πλατύνω · οὐ στενοχωρέω ἐν ἐγώ στενοχωρέω δέ ἐν ὁ σπλάγχνον ὑμεῖς · ὁ δέ αὐτός ἀντιμισθία ὡς τέκνον λέγω πλατύνω καί σύ μή γίγνομαι ἑτεροζυγέω ἄπιστος · τίς
2Co,40,γάρ μετοχή δικαιοσύνη καί ἀνομία ⸂ἢ τίς⸃ κοινωνία φῶς πρός σκότος τίς δέ συμφώνησις ⸀Χριστός πρός βελιάρ ἤ τίς μερίς πιστός μετά ἄπιστος τίς δέ συγκατάθεσις ναός θεός μετά εἴδωλον ⸂ἡμεῖς γάρ ναός θεός ἐσμεν⸃ ζῶ · καθώς εἶπον ὁ θεός ὅτι ἐνοικέω ἐν αὐτός καί ἐμπεριπατέω καί εἰμί αὐτός
2Co,41,θεός καί αὐτός εἰμί ⸀μου λαός διό ἐξέρχομαι ἐκ μέσος αὐτός καί ἀφορίζω λέγω κύριος καί ἀκάθαρτος μή ἅπτω · ἐκἀ ἐγὼ εἰσδέχομαι ὑμεῖς · καί εἰμί σύ εἰς πατήρ καί ὑμεῖς εἰμί ἐγώ εἰς υἱός καί θυγάτηρ λέγω κύριος παντοκράτωρ οὗτος οὖν ἔχω ὁ ἐπαγγελία ἀγαπητός καθαρίζω ἑαυτοῦ ἀπό
2Co,42,πᾶς μολυσμός σάρξ καί πνεῦμα ἐπιτελέω ἁγιωσύνη ἐν φόβος θεός χωρέω ἐγώ · οὐδείς ἀδικέω οὐδείς φθείρω οὐδείς πλεονεκτέω ⸂πρός κατάκρισις οὐ⸃ λέγω προλέγω γάρ ὅτι ἐν ὁ καρδία ἡμεῖς εἰμί εἰς ὁ συναποθνήσκω καί συζῆν πολύς ἐγώ παρρησία πρός ὑμεῖς πολύς ἐγώ καύχησις ὑπέρ ὑμεῖς · πληρόω ὁ παράκλησις
2Co,43,ὑπερπερισσεύω ὁ χαρά ἐπί πᾶς ὁ θλῖψις ἡμεῖς καί γάρ ἔρχομαι ἐγώ εἰς μακεδονία οὐδείς ⸀ἔχω ἄνεσις ὁ σάρξ ἡμεῖς άλλὰ ἐν πᾶς θλίβω — ἔξωθεν μάχη ἔσωθεν φόβος — άλλὰ ὁ παρακαλέω ὁ ταπεινός παρακαλέω ἐγώ ὁ θεός ἐν ὁ παρουσία τίτος · οὐ μόνος δέ ἐν ὁ παρουσία
2Co,44,αὐτός ἀλλά καί ἐν ὁ παράκλησις ὅς παρακαλέω ἐφ ’ ὑμεῖς ἀναγγέλλω ἐγώ ὁ ὑμεῖς ἐπιπόθησις ὁ ὑμεῖς ὀδυρμός ὁ ὑμεῖς ζῆλος ὑπέρ ἐγώ ὥστε ἐγώ μᾶλλον χαίρω ὅτι εἰ καί λυπέω ὑμεῖς ἐν ὁ ἐπιστολή οὐ μεταμέλομαι · εἰ καί μεταμέλομαι ⸀βλέπω ὅτι ὁ ἐπιστολή ἐκεῖνος εἰ καί πρός
2Co,45,ὥρα λυπέω ὑμεῖς νῦν χαίρω οὐ ὅτι λυπέω άλλὰ ὅτι λυπέω εἰς μετάνοια λυπέω γάρ κατά θεός ἵνα ἐν μηδείς ζημιόω ἐκ ἐγώ ὁ γάρ κατά θεός λύπη μετάνοια εἰς σωτηρία ἀμεταμέλητος ⸀ἐργάζομαι · ὁ δέ ὁ κόσμος λύπη θάνατος κατεργάζομαι ἰδού γάρ αὐτός οὗτος ὁ κατά θεός ⸀λυπέω πόσος
2Co,46,κατεργάζομαι σύ σπουδή ἀλλά ἀπολογία ἀλλά ἀγανάκτησις ἀλλά φόβος ἀλλά ἐπιπόθησις ἀλλά ζῆλος ἀλλά ἐκδίκησις · ἐν πᾶς συνίστημι ἑαυτοῦ ἁγνός ⸀εἰμί ὁ πρᾶγμα ἆρα εἰ καί γράφω σύ οὐ ⸀ἕνεκα ὁ ἀδικέω ⸀οὐδέ ⸁ἕνεκα ὁ ἀδικέω άλλὰ ⸀1ἕνεκα ὁ φανερόω ὁ σπουδή ὑμεῖς ὁ ὑπέρ ἡμεῖς πρός ὑμεῖς ἐνώπιον
2Co,47,ὁ θεός διά οὗτος παρακαλέω ἐπί δέ ὁ παράκλησις ⸀ἡμεῖς περισσῶς μᾶλλον χαίρω ἐπί ὁ χαρά τίτος ὅτι ἀναπαύω ὁ πνεῦμα αὐτός ἀπό πᾶς ὑμεῖς · ὅτι εἰ τις αὐτός ὑπέρ ὑμεῖς καυχάομαι οὐ καταισχύνω άλλὰ ὡς πᾶς ἐν ἀλήθεια λαλέω σύ οὕτω(ς) καί ὁ καύχησις ἡμεῖς ⸀ἡ ἐπί τίτος
2Co,48,ἀλήθεια γίγνομαι καί ὁ σπλάγχνον αὐτός περισσῶς εἰς σύ εἰμί ἀναμιμνῄσκω ὁ πᾶς ὑμεῖς ὑπακοή ὡς μετά φόβος καί τρόμος δέχομαι αὐτός χαίρω ὅτι ἐν πᾶς θαρσέω ἐν ὑμεῖς γνωρίζω δέ ὑμεῖς ἀδελφός ὁ χάρις ὁ θεός ὁ δίδωμι ἐν ὁ ἐκκλησία ὁ μακεδονία ὅτι ἐν πολύς δοκιμή θλῖψις ὁ
2Co,49,περισσεία ὁ χαρά αὐτός καί ὁ κατά βάθος πτωχεία αὐτός περισσεύω εἰς ⸂τὸ πλοῦτος⸃ ὁ ἁπλότης αὐτός · ὅτι κατά δύναμις μαρτυρέω καί ⸀παρά δύναμις αὐθαίρετος μετά πολύς παράκλησις δέω ἡμεῖς ὁ χάρις καί ὁ κοινωνία ὁ διακονία ὁ εἰς ὁ ἅγιος — καί οὐ καθώς ἐλπίζω άλλὰ ἑαυτοῦ δίδωμι
